judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,kecamatan,jarak_ke_pusat_kota,rasio_bangunan_tanah,luas_bangunan_per_lantai,sumber_data
Dijual Rumah Cocok untuk Usaha Jalan Raya Tengah Kota Surabaya Rev.a1132,12000000000,437.0,339.0,8.0,4.0,1.0,,Unfurnished,Wonokromo,5.64,0.7757437070938215,339.0,rumah123
Dijual Rumah Mewah di Jalan Prapanca Surabaya Pusat,20000000000,708.0,500.0,20.0,1.0,3.0,,Unfurnished,Wonokromo,5.64,0.7062146892655368,166.66666666666666,rumah123
Dijual Rumah Purimas,1100000000,81.0,60.0,2.0,2.0,1.0,,Unfurnished,Wonokromo,5.64,0.7407407407407407,60.0,rumah123
"Rumah Lama Strategis di Jalan Bengawan, Butuh Renov, Strategis Dekat Perkantoran",9250000000,306.0,150.0,3.0,4.0,1.0,,Unfurnished,Wonokromo,5.64,0.49019607843137253,150.0,rumah123
Dijual Rumah Murah di Pusat Kota Jl Ogan (N N),4000000000,253.0,260.0,6.0,1.0,1.0,1.0,Unfurnished,Wonokromo,5.64,1.0276679841897234,260.0,rumah123
"For Sale! Rumah Jl Ciliwung, Surabaya Pusat - Bangunan 1 Lantai",20000000000,626.0,300.0,5.0,2.0,1.0,2.0,Unfurnished,Wonokromo,5.64,0.4792332268370607,300.0,rumah123
Dijual Rumah Pusat Kota Surabaya Daerah Wr Supratman,12000000000,486.0,165.0,3.0,2.0,2.0,1.0,Semi Furnished,Tegalsari,2.41,0.3395061728395062,82.5,rumah123
Dijual Rumah 2 Lantai Daerah Pusat Kota Surabaya Daerah Kedungsari,7000000000,399.0,500.0,6.0,3.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.2531328320802004,250.0,rumah123
Dijual Rumah Pusat Kota Surabaya,22000000000,619.0,302.0,8.0,4.0,1.0,4.0,Unfurnished,Tegalsari,2.41,0.4878836833602585,302.0,rumah123
Dijual Rumah 1 Lantai Pusat Kota Surabaya Area Komersial,20000000000,670.0,535.0,2.0,2.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.7985074626865671,535.0,rumah123
"Rumah Sam Ratulangi Surabaya Kota, SHM, Cocok untuk Gudang Tempat Tinggal Cafe Kantor",11000000000,556.0,480.0,4.0,2.0,1.0,4.0,Unfurnished,Tegalsari,2.41,0.8633093525179856,480.0,rumah123
"Rumah Jl. Dinoyo 633.m2- Super Strategis Surabaya Pusat. Hitung Tanah. Lt 633 M² ± 15 X 40 | Lb ± 600 M² ( 1.5 Lantai ) | Shm | Hdp Timur. Sederet Suzana Bakery. Univ Widya Mandala. Rumah Rumah di Jl. Dinoyo, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur",16000000000,633.0,500.0,7.0,6.0,2.0,1.0,Semi Furnished,Tegalsari,2.41,0.7898894154818326,250.0,rumah123
"Paling Murah Rumah Hitung Tanah Jalan Raya Kartini, Surabaya",17000000000,660.0,400.0,4.0,3.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.6060606060606061,400.0,rumah123
Jual Rumah Mewah Cokroaminoto Surabaya Bangunan Baru,17000000000,580.0,750.0,9.0,9.0,2.0,2.0,Furnished,Tegalsari,2.41,1.293103448275862,375.0,rumah123
"Rumah Murah Hitung Tanah & Strategis di Tegalsari, Surabaya",27000000000,799.0,573.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.7171464330413017,573.0,rumah123
Cempaka Pusat Kota Surabaya,30000000000,1080.0,1200.0,6.0,5.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.1111111111111112,600.0,rumah123
Raya Pandegiling Pusat Kota Surabaya,8600000000,745.0,300.0,2.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.40268456375838924,300.0,rumah123
Rumah Di Raya Darmo,16500000000,580.0,750.0,8.0,8.0,2.0,,Unfurnished,Tegalsari,2.41,1.293103448275862,375.0,rumah123
Edisi Rumah Pusat Kota Cocok Buat Kost² An,13000000000,434.0,524.0,14.0,6.0,3.0,1.0,Unfurnished,Tegalsari,2.12,1.207373271889401,174.66666666666666,rumah123
JUAL/SEWA RUMAH RAYA DARMO,52000000000,832.0,260.0,4.0,2.0,2.0,,Unfurnished,Tegalsari,2.2,0.3125,130.0,rumah123
Dijual Rumah Dijalan Kedungsari Surabaya,7500000000,396.0,500.0,6.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,1.2626262626262625,500.0,rumah123
Dijual Rumah Dijalan Imam Bonjol Surabaya Pusat Kota,13440000000,480.0,494.0,8.0,4.0,2.0,,Unfurnished,Tegalsari,3.14,1.0291666666666666,247.0,rumah123
Rumah Dijual Dijalan Blambangan Surabaya Pusat,9000000000,420.0,420.0,4.0,2.0,1.0,,Unfurnished,Tegalsari,3.13,1.0,420.0,rumah123
Rumah di Bukit Palma Citraland Surabaya Bagus Lingkungan Nyaman,1500000000,120.0,100.0,5.0,2.0,2.0,1.0,Unfurnished,Pakal,13.74,0.8333333333333334,50.0,rumah123
Dijual Rumah Nortwest Lake Citraland Surabaya Murah,975000000,72.0,69.0,2.0,2.0,2.0,1.0,Unfurnished,Pakal,13.59,0.9583333333333334,34.5,rumah123
Rumah Tinggal di Perumahan Pondok Benowo Indah Kota Surabaya,478197000,107.0,70.0,,1.0,1.0,1.0,Unfurnished,Pakal,13.59,0.6542056074766355,70.0,rumah123
Rumah Tinggal di Perumahan Pondok Benowo Indah Kota Surabaya,478197000,107.0,70.0,,1.0,1.0,1.0,Unfurnished,Pakal,13.59,0.6542056074766355,70.0,rumah123
Turun Harga! Rumah Minimalist 2Lt Pakal Madya Asri,1600000000,89.0,128.0,3.0,3.0,2.0,1.0,Semi Furnished,Pakal,13.59,1.4382022471910112,64.0,rumah123
Rumah Homey 1 Lantai Citraland Northwest Park Siap Huni Bersih,750000000,72.0,42.0,2.0,1.0,1.0,1.0,Unfurnished,Pakal,13.59,0.5833333333333334,42.0,rumah123
Jual Rumah Bukit Palma Gress 2 Lantai 2 M,2000000000,120.0,170.0,4.0,4.0,2.0,2.0,Unfurnished,Pakal,13.59,1.4166666666666667,85.0,rumah123
Rumah Baru Gress Jual Pakal Madya Jaya Minimalis 2 Lantai,1300000000,89.0,128.0,3.0,3.0,2.0,1.0,Unfurnished,Pakal,13.59,1.4382022471910112,64.0,rumah123
Rumah 2 Unit Griya Surabaya Asri Pakal Benowo,580000000,59.0,63.0,2.0,2.0,2.0,1.0,Unfurnished,Pakal,13.59,1.0677966101694916,31.5,rumah123
Dijual Rumah Northwest Park,750000000,72.0,46.0,2.0,1.0,1.0,1.0,Unfurnished,Pakal,13.59,0.6388888888888888,46.0,rumah123
"Rumah Pelican Hill Citraland, Type Favorit, Harga Termurah",4100000000,200.0,250.0,4.0,3.0,2.0,2.0,Unfurnished,Pakal,13.59,1.25,125.0,rumah123
Northwest Citraland,975000000,55.0,80.0,2.0,2.0,2.0,,Unfurnished,Pakal,16.07,1.4545454545454546,40.0,rumah123
North West Lake Citraland Pakal,760000000,55.0,45.0,1.0,2.0,2.0,1.0,Unfurnished,Pakal,13.59,0.8181818181818182,22.5,rumah123
Pakal Madya Asri Baru 2Lt,1300000000,94.0,150.0,3.0,3.0,2.0,1.0,Unfurnished,Pakal,13.59,1.5957446808510638,75.0,rumah123
Dijual Rumah Northwest Park,1800000000,120.0,100.0,3.0,2.0,2.0,1.0,Unfurnished,Pakal,13.59,0.8333333333333334,50.0,rumah123
Rumah SHM Furnished Siap Huni Grand Pakuwon Dekat Toll Margomulyo,1680000000,90.0,100.0,4.0,2.0,2.0,2.0,Furnished,Pakal,13.59,1.1111111111111112,50.0,rumah123
Murah Hanya Bulan Ini Baru Gress Amesta Living,950000000,84.0,90.0,3.0,2.0,2.0,,Unfurnished,Gunung Anyar,9.76,1.0714285714285714,45.0,rumah123
Rumah Perum Grand Tirta Agung,525000000,36.0,60.0,2.0,2.0,2.0,1.0,Unfurnished,Gunung Anyar,10.33,1.6666666666666667,30.0,rumah123
Rumah Central Park Gunung Anyar Regency Surabaya Murah. Ron.a1250,2350000000,210.0,139.0,2.0,2.0,1.0,1.0,Unfurnished,Gunung Anyar,4.05,0.6619047619047619,139.0,rumah123
Amesta Living 2 Lantai Cluster Sora,1400000000,60.0,90.0,2.0,1.0,2.0,1.0,Unfurnished,Gunung Anyar,10.33,1.5,45.0,rumah123
"Rumah Baru Minimalis, Lokasi Strategis di Gununganyar Rungkut Modern",700000000,40.0,55.0,3.0,2.0,2.0,1.0,Unfurnished,Gunung Anyar,10.33,1.375,27.5,rumah123
Dijual Rumah Ready The Casual Purimas Regency Surabaya Timur,1400000000,60.0,99.0,4.0,3.0,1.0,1.0,Unfurnished,Gunung Anyar,10.33,1.65,99.0,rumah123
"Rumah Baru Amesta Living 3 Kamar, Ada Prabotan, Murah",1150000000,60.0,75.0,3.0,2.0,2.0,1.0,Semi Furnished,Gunung Anyar,10.33,1.25,37.5,rumah123
Rumah SHM Ready Siap Huni Gununganyar Dekat Kampus Upn Surabaya,1670000000,81.0,115.0,3.0,2.0,2.0,1.0,Unfurnished,Gunung Anyar,10.33,1.4197530864197532,57.5,rumah123
Rumah Strategis Row 15M Rungkut Menanggal Harapan Surabaya 198 M2,2200000000,198.0,275.0,3.0,2.0,2.0,2.0,Unfurnished,Gunung Anyar,10.33,1.3888888888888888,137.5,rumah123
Amesta Living Surabaya Timur Murah Poll Rumah Baru Gress 1M-An,1300000000,84.0,90.0,3.0,2.0,2.0,1.0,Unfurnished,Gunung Anyar,4.05,1.0714285714285714,45.0,rumah123
Dijual Cepat Rumah Royal Park Residence Surabaya Timur,1500000000,120.0,120.0,3.0,3.0,2.0,1.0,Furnished,Gunung Anyar,10.33,1.0,60.0,rumah123
Perumahan Murah Ready Unit Di Selatan Surabaya,600000000,90.0,36.0,2.0,1.0,,1.0,Unfurnished,Gunung Anyar,10.33,0.4,,rumah123
Rumah SHM 2 Lantai Jual Murah Dekat Upn,650000000,48.0,45.0,2.0,2.0,2.0,1.0,Unfurnished,Gunung Anyar,10.33,0.9375,22.5,rumah123
Rumah di Gunung Anyar Surabaya 1 Lantai Minimalis Siap Huni,665000000,75.0,50.0,2.0,1.0,1.0,1.0,Unfurnished,Gunung Anyar,9.81,0.6666666666666666,50.0,rumah123
"Rumah Wiguna Timur, Dekat Merr, Tol, Kampus Upn",1500000000,120.0,102.0,3.0,2.0,1.0,2.0,Unfurnished,Gunung Anyar,10.33,0.85,102.0,rumah123
"Rumah Gunung Anyar, Dekat Merr, Tol, Upn, Galaxy Mall",1390000000,134.0,91.0,3.0,2.0,1.0,1.0,Unfurnished,Gunung Anyar,10.33,0.6791044776119403,91.0,rumah123
Rumah On Gate On Progress Renov Dekat Ry Gununganyar Surabaya,650000000,60.0,50.0,2.0,1.0,1.0,1.0,Unfurnished,Gunung Anyar,10.33,0.8333333333333334,50.0,rumah123
"Rumah Baru Ready One Gate Gununganyar Surabaya Dekat U P N, I T S",700000000,50.0,36.0,2.0,1.0,1.0,1.0,Unfurnished,Gunung Anyar,10.33,0.72,36.0,rumah123
RUMAH DIJUAL HITUNG TANAH WIGUNA TENGAH MURAH BEBAS BANJIR,999000000,135.0,90.0,3.0,1.0,1.0,1.0,Unfurnished,Gunung Anyar,10.33,0.6666666666666666,90.0,rumah123
"Jual Rumah di Sidotopo Wetan Baru, Kenjeran Cocok untuk Usaha Home Industri, 3 SHM",7000000000,812.0,620.0,4.0,3.0,2.0,8.0,Unfurnished,Kenjeran,4.48,0.7635467980295566,310.0,rumah123
Rumah 1 Lantai Siap Huni Gading Indah Dekat Kenjeran Suramadu Mulyosari,830000000,90.0,80.0,2.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.8888888888888888,80.0,rumah123
Rumah Asri Siap Huni di Pantai Mentari - Ocean Park di Kenjeran Surabaya,1950000000,153.0,96.0,3.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.6274509803921569,96.0,rumah123
Dijual Rumah Usaha Lebak Jaya Surabaya Timur,2900000000,354.0,490.0,3.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.384180790960452,245.0,rumah123
Rumah Pantai Mentari Surabaya Murah. Ron.a367,1700000000,102.0,120.0,3.0,3.0,2.0,1.0,Semi Furnished,Kenjeran,4.05,1.1764705882352942,60.0,rumah123
Pantai Mentari Hook 2 Lantai Cluster Depan,4000000000,219.0,280.0,7.0,8.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.278538812785388,140.0,rumah123
Termurah Hitung Tanah Rumah Lebak Jaya 2 Nembus Lebak Jaya 1,4500000000,610.0,300.0,4.0,3.0,1.0,,Unfurnished,Kenjeran,4.48,0.4918032786885246,300.0,rumah123
Rumah 1 Lantai di Area Lebak Timur Indah Gading Kenjeran.,2950000000,200.0,200.0,2.0,2.0,1.0,,Unfurnished,Kenjeran,4.05,1.0,200.0,rumah123
Rumah 2 Lantai Di Daerah Lebak Murah Bagus Shm,700000000,50.0,100.0,3.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,2.0,50.0,rumah123
Rumah Baru Gress 2 Lantai Dekat Unair dan Its One Gate Sistem,2300000000,80.0,120.0,3.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.5,60.0,rumah123
"Bebas Banjir, Rumah, 2 Lantai, SHM, Dekat Pusat Perbelanjaan, bisa KPR, Lokasi Kenjeran",1850000000,90.0,135.0,3.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Dijual Rumah Baru Babatan Pantai Utara Surabaya,2550000000,146.0,280.0,4.0,3.0,3.0,2.0,Unfurnished,Kenjeran,4.05,1.917808219178082,93.33333333333333,rumah123
Dijual Rumah Baru Renov - Lebak Indah Town House,1250000000,92.0,92.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,3.62,1.0,46.0,rumah123
RUMAH BABATAN PANTAI MODEL SCANDINAVIAN NEW DEKAT KENJERAN SURABAYA,3700000000,165.0,225.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.32,1.3636363636363635,112.5,rumah123
Rumah Baru Lebak Indah Regensi Dkt Kenjeran,1300000000,63.0,90.0,3.0,2.0,2.0,,Unfurnished,Kenjeran,4.32,1.4285714285714286,45.0,rumah123
Rumah One Gate Jual Dibawah Pasaran Pogot Surabaya Dekat Pelabuhan,700000000,84.0,65.0,2.0,,1.0,1.0,Unfurnished,Kenjeran,4.05,0.7738095238095238,65.0,rumah123
New House Semi Classic Babatan Pantai Utara Kenjeran Dkt Pakuwon,2850000000,150.0,210.0,4.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.05,1.4,105.0,rumah123
Rumah Murah Sidotopo Wetan Mulia - Akses Mudah,1250000000,70.0,140.0,3.0,2.0,2.0,,Semi Furnished,Kenjeran,3.13,2.0,70.0,rumah123
Rumah Mewah 2 Lantai Dekat Pakuwon City dan Mulyosari,3500000000,204.0,400.0,4.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.48,1.9607843137254901,200.0,rumah123
Rumah Hook 2 Lantai di Margorejo Indah Surabaya,10000000000,559.0,450.0,8.0,5.0,2.0,6.0,Unfurnished,Wonocolo,6.91,0.8050089445438283,225.0,rumah123
Rumah Dijual Wonocolo,223282000,87.0,80.0,,,,,Unfurnished,Wonocolo,7.93,0.9195402298850575,,rumah123
"Wow, Rumah MURAH Dekat Plaza Marina Surabaya",2000000000,106.0,62.0,,1.0,1.0,,Furnished,Wonocolo,7.92,0.5849056603773585,62.0,rumah123
"Rumah Sidosermopdk, Dekat Plaza Marina, Royal Plaza, Polda",3500000000,200.0,340.0,5.0,5.0,2.0,2.0,Semi Furnished,Wonocolo,7.93,1.7,170.0,rumah123
"Rumah Hitung Tanah Perum Bendul Merisi Surabaya Dekat Polda, Plaza Marina",775000000,90.0,75.0,4.0,2.0,2.0,1.0,Unfurnished,Wonocolo,7.93,0.8333333333333334,37.5,rumah123
Dijual Rumah Jemur Andayani,2900000000,250.0,204.0,3.0,2.0,1.0,1.0,Semi Furnished,Wonocolo,7.93,0.816,204.0,rumah123
Dijual Rumah 2 Lantai Daerah Sidosermo,1000000000,31.0,31.0,2.0,2.0,2.0,1.0,Semi Furnished,Wonocolo,7.93,1.0,15.5,rumah123
Dijual Cepat Rumah Mewah di Jemur Andayani,29000000000,1410.0,722.0,4.0,4.0,1.0,4.0,Unfurnished,Wonocolo,7.93,0.5120567375886524,722.0,rumah123
Jual Rumah di Jemur Andayani Surabaya Dekat Sekolah dan Gereja,11500000000,600.0,700.0,8.0,5.0,2.0,2.0,Unfurnished,Wonocolo,7.93,1.1666666666666667,350.0,rumah123
Jual Rumah Baru 2 Lantai Sidosermo Surabaya,525000000,48.0,90.0,2.0,1.0,2.0,1.0,Unfurnished,Wonocolo,7.93,1.875,45.0,rumah123
Turun Harga Jual Rumah Sidosermo Turun Harga Dekat Plasa Marina,4000000000,400.0,350.0,5.0,4.0,2.0,1.0,Unfurnished,Wonocolo,7.93,0.875,175.0,rumah123
Rumah 2 Lantai bisa untuk kost Di Bendul Merisi dekat RSAL,1700000000,156.0,267.0,6.0,4.0,2.0,1.0,Furnished,Wonocolo,7.93,1.7115384615384615,133.5,rumah123
Jual Rumah Bagus Shm Lebar 11m Bangunan 1 Lantai,4000000000,264.0,220.0,4.0,2.0,,1.0,Unfurnished,Wonocolo,7.93,0.8333333333333334,,rumah123
Jual Rumah 3 Lantai Bendul Merisi Surabaya,1900000000,120.0,300.0,4.0,4.0,3.0,2.0,Unfurnished,Wonocolo,7.93,2.5,100.0,rumah123
Rumah Shm 2 Lantai Dekat Mcdonald'S Margorejo Jual Murah,1700000000,100.0,128.0,3.0,3.0,2.0,1.0,Unfurnished,Wonocolo,7.93,1.28,64.0,rumah123
Rumah Mewah Dekat Plaza Marina Surabaya,1600000000,72.0,129.0,4.0,3.0,2.0,2.0,Unfurnished,Wonocolo,7.93,1.7916666666666667,64.5,rumah123
Selangkah ke Jemursari Rumah Siap Huni Bendul Merisi Surabaya,3400000000,288.0,200.0,3.0,2.0,1.0,1.0,Unfurnished,Wonocolo,7.93,0.6944444444444444,200.0,rumah123
Dijual Murah Rumah 1 Lantai Jemur Andayani Dekat Sma Petra Jemursari A Yani Rungkut Industri Siwalankerto Surabaya,3200000000,300.0,250.0,4.0,2.0,1.0,4.0,Unfurnished,Wonocolo,7.93,0.8333333333333334,250.0,rumah123
Rumah Nyaman & Strategis di Bendul Merisi Surabaya,3500000000,288.0,288.0,8.0,5.0,2.0,,Unfurnished,Wonocolo,5.58,1.0,144.0,rumah123
"Jual Rumah 2Lt Hitung Tanah di Donokerto, Masih bisa Ditinggali",850000000,75.0,135.0,3.0,2.0,2.0,,Unfurnished,Simokerto,2.0,1.8,67.5,rumah123
Rumah 2 Lantai Tambak Rejo Dekat Rs. Soewandhi,2000000000,144.0,150.0,6.0,4.0,2.0,,Unfurnished,Simokerto,2.0,1.0416666666666667,75.0,rumah123
Dijual Rumah Hitung Tanah Jl Sidoyoso Surabaya,5400000000,900.0,900.0,3.0,2.0,1.0,,Unfurnished,Simokerto,2.0,1.0,900.0,rumah123
Rumah Hitung Tanah Gembong,1300000000,102.0,70.0,2.0,2.0,1.0,,Unfurnished,Simokerto,2.0,0.6862745098039216,70.0,rumah123
"Rumah Hitung Tanah Donokerto -Lokasi Strategis,Harga Kompetitif",850000000,75.0,135.0,3.0,2.0,2.0,,Unfurnished,Simokerto,1.66,1.8,67.5,rumah123
Rumah Usaha Lokasi Nol Jalan,2300000000,160.0,184.0,5.0,3.0,2.0,1.0,Unfurnished,Simokerto,2.0,1.15,92.0,rumah123
Rumah di Gembong,1300000000,102.0,90.0,2.0,2.0,1.0,1.0,Unfurnished,Simokerto,2.0,0.8823529411764706,90.0,rumah123
"Rumah Jual di Simolawang Baru Surabaya, Daerah Kapasan",2200000000,110.0,250.0,3.0,2.0,3.0,,Unfurnished,Simokerto,2.05,2.272727272727273,83.33333333333333,rumah123
Rumah Kapasan Dalam Mummer,800000000,100.0,105.0,3.0,2.0,,,Unfurnished,Simokerto,1.99,1.05,,rumah123
RUMAH TAMBAK JATI SURABAYA MURAH (VIN.A218),1500000000,147.0,180.0,5.0,4.0,2.0,,Unfurnished,Simokerto,1.99,1.2244897959183674,90.0,rumah123
Rumah Sidodadi Gang Iv Surabaya Utara,3000000000,213.0,307.0,1.0,1.0,1.0,,Unfurnished,Simokerto,2.0,1.4413145539906103,307.0,rumah123
"Rumah Dijual Cepat Simokerto Surabaya Harga Turun Rp 1,3 M",1300000000,183.0,75.0,2.0,1.0,1.0,1.0,Semi Furnished,Simokerto,2.0,0.4098360655737705,75.0,rumah123
Dijual Rumah 3 LT Baru Tambak Rejo,2500000000,144.0,144.0,5.0,5.0,2.0,1.0,Unfurnished,Simokerto,2.0,1.0,72.0,rumah123
"Rumah Hitung Tanah di Donokerto - Lokasi Strategis, Siap Bangun",850000000,75.0,135.0,3.0,2.0,2.0,1.0,Unfurnished,Simokerto,1.66,1.8,67.5,rumah123
Rumah di Surabaya Utara,2800000000,150.0,300.0,7.0,3.0,3.0,1.0,Furnished,Simokerto,2.0,2.0,100.0,rumah123
Dijual Rumah Dijalan Gembong Sawah Surabaya,1500000000,170.0,170.0,1.0,1.0,1.0,,Unfurnished,Simokerto,1.7,1.0,170.0,rumah123
"Rumah Ngantong Dan Strategis, Kapasan Lor, Surabaya Timur, Jawa Timur Rumah SHM di Jl. Kapasan Lor no 10, Sidodadi, Simokerto, Kota Surabaya, Jawa Timur, Indonesia, 60145, Simokerto",7000000000,842.0,750.0,8.0,3.0,2.0,3.0,Unfurnished,Simokerto,2.0,0.8907363420427553,375.0,rumah123
Dijual Rumah Dijalan Tambak Adi Surabaya,1600000000,100.0,300.0,4.0,3.0,3.0,,Unfurnished,Simokerto,1.19,3.0,100.0,rumah123
Rumah Mewah di Perumahan Elite Puri Galaxy,4950000000,375.0,500.0,5.0,4.0,2.0,,Unfurnished,Sukolilo,6.56,1.3333333333333333,250.0,rumah123
Rumah Puri Galaxy 2 Lantai Baru ITS WM UNAIR PAKUWON CITY,1900000000,96.0,114.0,3.0,3.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.1875,57.0,rumah123
Dijual Rumah Sukolilo Dian Regency 2 Keputih Surabaya Timur,1350000000,119.0,119.0,5.0,2.0,1.0,,Unfurnished,Sukolilo,6.56,1.0,119.0,rumah123
Mewah Rumah Araya New Classic Modern Surabaya,5100000000,186.0,350.0,4.0,4.0,2.0,1.0,Unfurnished,Sukolilo,6.56,1.881720430107527,175.0,rumah123
Rumah Puri Galaxy Minimalis Siap Huni,5650000000,300.0,307.0,4.0,3.0,2.0,,Unfurnished,Sukolilo,6.56,1.0233333333333334,153.5,rumah123
Rumah Wisma Permai Strategis Murah,1800000000,162.0,250.0,3.0,3.0,2.0,,Unfurnished,Sukolilo,6.56,1.5432098765432098,125.0,rumah123
"Rumah Kertajaya Indah Minimalis, Strategis, Siap Huni",4500000000,300.0,240.0,4.0,3.0,2.0,,Unfurnished,Sukolilo,6.56,0.8,120.0,rumah123
"Rumah Kertajaya Indah Minimalis, Strategis, Siap Huni",4500000000,300.0,240.0,4.0,3.0,2.0,,Unfurnished,Sukolilo,6.56,0.8,120.0,rumah123
Dijual Rumah 2 Lantai Perumahan Araya Surabaya Timur,13000000000,490.0,600.0,5.0,5.0,2.0,4.0,Semi Furnished,Sukolilo,6.56,1.2244897959183674,300.0,rumah123
"Dijual Rumah 2 Lantai Perumahan Puri Galaxy, Surabaya Timur",6900000000,360.0,400.0,5.0,4.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.1111111111111112,200.0,rumah123
Rumah Keputih Permai Sukolilo Surabaya Timur Murah. Ron.a1199,1300000000,66.0,100.0,4.0,2.0,2.0,2.0,Furnished,Sukolilo,6.56,1.5151515151515151,50.0,rumah123
Rumah Keputih Permai Surabaya Murah. Ron.a1199,1300000000,66.0,100.0,4.0,2.0,2.0,2.0,Furnished,Sukolilo,4.05,1.5151515151515151,50.0,rumah123
Dijual Rumah Daerah Wisma Mukti Surabaya Timur,8500000000,555.0,500.0,6.0,3.0,2.0,1.0,Unfurnished,Sukolilo,6.56,0.9009009009009009,250.0,rumah123
"Dijual Rumah 2 Lantai Raya Manyar Jaya, Surabaya Timur",6500000000,450.0,300.0,6.0,5.0,2.0,1.0,Unfurnished,Sukolilo,6.56,0.6666666666666666,150.0,rumah123
Perumahan Wisma Mukti,3700000000,135.0,210.0,4.0,2.0,2.0,2.0,Semi Furnished,Sukolilo,4.05,1.5555555555555556,105.0,rumah123
2072. Dijual Rumah Siap Huni Manyar Tirtomoyo Sukolilo Surabaya,4300000000,269.0,200.0,3.0,2.0,1.0,1.0,Semi Furnished,Sukolilo,6.56,0.7434944237918215,200.0,rumah123
"Dijual Rumah Hook American Classic Baru Gress, Manyar Tirtoyoso",2850000000,120.0,160.0,4.0,3.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.3333333333333333,80.0,rumah123
"Turun Harga ❗❗Dijual Cepat Rumah Tipe Modern, 2 Lantai, Manyar Rejo, Siap Huni",4600000000,336.0,500.0,5.0,3.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.4880952380952381,250.0,rumah123
"Rumah Elit di Perumahan Galaxy Bumi Permai Araya 2, Surabaya",1950000000,67.0,100.0,3.0,3.0,2.0,1.0,Unfurnished,Sukolilo,6.09,1.492537313432836,50.0,rumah123
Perumahan Citra Graha Mandiri ~ Asem Rowo Sby Barat,625000000,84.0,84.0,3.0,1.0,1.0,,Unfurnished,Asemrowo,5.02,1.0,84.0,rumah123
"Rumah Full Renov Jual Murah Asem Rowo Surabaya Dekat Perak, Margomulyo",625000000,84.0,65.0,3.0,2.0,1.0,1.0,Unfurnished,Asemrowo,5.02,0.7738095238095238,65.0,rumah123
Rumah 1Lantai Citra Graha Mandiri Asemrowo Murah,590000000,84.0,60.0,3.0,2.0,1.0,1.0,Unfurnished,Asemrowo,5.02,0.7142857142857143,60.0,rumah123
"Rumah Asemrowo Dekat Margomulyo, Sukomanunggal",590000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,5.02,1.0,84.0,rumah123
"*Jual Cepat‼️Perumahan Citra Graha Mandiri, Asem Rowo, Surabaya Barat*",590000000,84.0,84.0,1.0,3.0,1.0,1.0,Unfurnished,Asemrowo,5.02,1.0,84.0,rumah123
Flash Sale!! Dekat Margomulyo & Tanjung Perak! Rumah 3 KT 7×12 Renov Baru - Asemrowo,590000000,84.0,60.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,5.02,0.7142857142857143,60.0,rumah123
"Jual Murah Rumah Perumahan Citra Graha Mandiri ~ Asem Rowo, Surabaya Barat",590000000,84.0,60.0,3.0,1.0,1.0,,Unfurnished,Asemrowo,5.02,0.7142857142857143,60.0,rumah123
Rumah Murah Citra Graha Mandiri Asemrowo Tandes Surabaya Barat,590000000,84.0,60.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,4.05,0.7142857142857143,60.0,rumah123
"Citra Graha Mandiri, Turun Harga, Full Renov, Asemrowo, Surabaya Barat",625000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,5.02,1.0,84.0,rumah123
Dijual Cepat Rumah Minimalis Modern Grand Pakuwon Dekat Tol SHM,2400000000,144.0,160.0,3.0,3.0,2.0,2.0,Unfurnished,Asemrowo,9.36,1.1111111111111112,80.0,rumah123
Dijual Cepat Rumah Baru Gress 2 Lantai Jalan Asem,3000000000,173.0,243.0,5.0,5.0,2.0,,Unfurnished,Asemrowo,4.42,1.4046242774566473,121.5,rumah123
